id,Date,Year,Quarter,Month,Week,Country,Commodity Type,Commodity Category,Commodity,Movement,Units
742,2002-05-06T00:00:00.000Z,2002,2,5,19,Canada,I,Intermodal Traffic,IC,Received,993.0
743,2002-05-06T00:00:00.000Z,2002,2,5,19,Canada,I,Intermodal Traffic,IT,Received,353.0
744,2002-05-13T00:00:00.000Z,2002,2,5,20,Canada,C,Carload Traffic,10,Originated,2924.0
745,2002-05-13T00:00:00.000Z,2002,2,5,20,Canada,I,Intermodal Traffic,IC,Originated,21263.0
746,2002-05-13T00:00:00.000Z,2002,2,5,20,Canada,I,Intermodal Traffic,IT,Originated,2396.0
747,2002-05-13T00:00:00.000Z,2002,2,5,20,Canada,C,Carload Traffic,10,Received,723.0
748,2002-05-13T00:00:00.000Z,2002,2,5,20,Canada,I,Intermodal Traffic,IC,Received,1475.0
749,2002-05-13T00:00:00.000Z,2002,2,5,20,Canada,I,Intermodal Traffic,IT,Received,205.0
750,2002-05-20T00:00:00.000Z,2002,2,5,21,Canada,C,Carload Traffic,10,Originated,2763.0
751,2002-05-20T00:00:00.000Z,2002,2,5,21,Canada,I,Intermodal Traffic,IC,Originated,
752,2002-05-20T00:00:00.000Z,2002,2,5,21,Canada,I,Intermodal Traffic,IT,Originated,
753,2002-05-20T00:00:00.000Z,2002,2,5,21,Canada,C,Carload Traffic,10,Received,
754,2002-05-20T00:00:00.000Z,2002,2,5,21,Canada,I,Intermodal Traffic,IC,Received,1224.0
755,2002-05-20T00:00:00.000Z,2002,2,5,21,Canada,I,Intermodal Traffic,IT,Received,206.0
756,2002-05-27T00:00:00.000Z,2002,2,5,22,Canada,C,Carload Traffic,10,Originated,
757,2002-05-27T00:00:00.000Z,2002,2,5,22,Canada,I,Intermodal Traffic,IC,Originated,21218.0
758,2002-05-27T00:00:00.000Z,2002,2,5,22,Canada,I,Intermodal Traffic,IT,Originated,2196.0
759,2002-05-27T00:00:00.000Z,2002,2,5,22,Canada,C,Carload Traffic,10,Received,736.0
760,2002-05-27T00:00:00.000Z,2002,2,5,22,Canada,I,Intermodal Traffic,IC,Received,1169.0
761,2002-05-27T00:00:00.000Z,2002,2,5,22,Canada,I,Intermodal Traffic,IT,Received,337.0
762,2002-06-03T00:00:00.000Z,2002,2,6,23,Canada,C,Carload Traffic,10,Originated,
763,2002-06-03T00:00:00.000Z,2002,2,6,23,Canada,I,Intermodal Traffic,IC,Originated,
764,2002-06-03T00:00:00.000Z,2002,2,6,23,Canada,I,Intermodal Traffic,IT,Originated,
765,2002-06-03T00:00:00.000Z,2002,2,6,23,Canada,C,Carload Traffic,10,Received,
766,2002-06-03T00:00:00.000Z,2002,2,6,23,Canada,I,Intermodal Traffic,IC,Received,
767,2002-06-03T00:00:00.000Z,2002,2,6,23,Canada,I,Intermodal Traffic,IT,Received,364.0
768,2002-06-10T00:00:00.000Z,2002,2,6,24,Canada,C,Carload Traffic,10,Originated,3068.0
769,2002-06-10T00:00:00.000Z,2002,2,6,24,Canada,I,Intermodal Traffic,IC,Originated,23413.0
770,2002-06-10T00:00:00.000Z,2002,2,6,24,Canada,I,Intermodal Traffic,IT,Originated,
771,2002-06-10T00:00:00.000Z,2002,2,6,24,Canada,C,Carload Traffic,10,Received,
772,2002-06-10T00:00:00.000Z,2002,2,6,24,Canada,I,Intermodal Traffic,IC,Received,774.0
773,2002-06-10T00:00:00.000Z,2002,2,6,24,Canada,I,Intermodal Traffic,IT,Received,358.0
774,2002-06-17T00:00:00.000Z,2002,2,6,25,Canada,C,Carload Traffic,10,Originated,2818.0
775,2002-06-17T00:00:00.000Z,2002,2,6,25,Canada,I,Intermodal Traffic,IC,Originated,15731.0
776,2002-06-17T00:00:00.000Z,2002,2,6,25,Canada,I,Intermodal Traffic,IT,Originated,
777,2002-06-17T00:00:00.000Z,2002,2,6,25,Canada,C,Carload Traffic,10,Received,
778,2002-06-17T00:00:00.000Z,2002,2,6,25,Canada,I,Intermodal Traffic,IC,Received,1436.0
779,2002-06-17T00:00:00.000Z,2002,2,6,25,Canada,I,Intermodal Traffic,IT,Received,432.0
780,2002-06-24T00:00:00.000Z,2002,2,6,26,Canada,C,Carload Traffic,10,Originated,2466.0
781,2002-06-24T00:00:00.000Z,2002,2,6,26,Canada,I,Intermodal Traffic,IC,Originated,16579.0
782,2002-06-24T00:00:00.000Z,2002,2,6,26,Canada,I,Intermodal Traffic,IT,Originated,2596.0
783,2002-06-24T00:00:00.000Z,2002,2,6,26,Canada,C,Carload Traffic,10,Received,593.0
784,2002-06-24T00:00:00.000Z,2002,2,6,26,Canada,I,Intermodal Traffic,IC,Received,1749.0
785,2002-06-24T00:00:00.000Z,2002,2,6,26,Canada,I,Intermodal Traffic,IT,Received,
786,2002-07-01T00:00:00.000Z,2002,3,7,27,Canada,C,Carload Traffic,10,Originated,2275.0
787,2002-07-01T00:00:00.000Z,2002,3,7,27,Canada,I,Intermodal Traffic,IC,Originated,16909.0
788,2002-07-01T00:00:00.000Z,2002,3,7,27,Canada,I,Intermodal Traffic,IT,Originated,1462.0
789,2002-07-01T00:00:00.000Z,2002,3,7,27,Canada,C,Carload Traffic,10,Received,
790,2002-07-01T00:00:00.000Z,2002,3,7,27,Canada,I,Intermodal Traffic,IC,Received,1025.0
791,2002-07-01T00:00:00.000Z,2002,3,7,27,Canada,I,Intermodal Traffic,IT,Received,351.0
792,2002-07-08T00:00:00.000Z,2002,3,7,28,Canada,C,Carload Traffic,10,Originated,
793,2002-07-08T00:00:00.000Z,2002,3,7,28,Canada,I,Intermodal Traffic,IC,Originated,13386.0
794,2002-07-08T00:00:00.000Z,2002,3,7,28,Canada,I,Intermodal Traffic,IT,Originated,1803.0
795,2002-07-08T00:00:00.000Z,2002,3,7,28,Canada,C,Carload Traffic,10,Received,773.0
796,2002-07-08T00:00:00.000Z,2002,3,7,28,Canada,I,Intermodal Traffic,IC,Received,1442.0
797,2002-07-08T00:00:00.000Z,2002,3,7,28,Canada,I,Intermodal Traffic,IT,Received,251.0
798,2002-07-15T00:00:00.000Z,2002,3,7,29,Canada,C,Carload Traffic,10,Originated,2115.0
799,2002-07-15T00:00:00.000Z,2002,3,7,29,Canada,I,Intermodal Traffic,IC,Originated,22805.0
800,2002-07-15T00:00:00.000Z,2002,3,7,29,Canada,I,Intermodal Traffic,IT,Originated,3131.0
801,2002-07-15T00:00:00.000Z,2002,3,7,29,Canada,C,Carload Traffic,10,Received,
802,2002-07-15T00:00:00.000Z,2002,3,7,29,Canada,I,Intermodal Traffic,IC,Received,
803,2002-07-15T00:00:00.000Z,2002,3,7,29,Canada,I,Intermodal Traffic,IT,Received,192.0
804,2002-07-22T00:00:00.000Z,2002,3,7,30,Canada,C,Carload Traffic,10,Originated,2624.0
805,2002-07-22T00:00:00.000Z,2002,3,7,30,Canada,I,Intermodal Traffic,IC,Originated,19966.0
806,2002-07-22T00:00:00.000Z,2002,3,7,30,Canada,I,Intermodal Traffic,IT,Originated,2813.0
807,2002-07-22T00:00:00.000Z,2002,3,7,30,Canada,C,Carload Traffic,10,Received,780.0
808,2002-07-22T00:00:00.000Z,2002,3,7,30,Canada,I,Intermodal Traffic,IC,Received,
809,2002-07-22T00:00:00.000Z,2002,3,7,30,Canada,I,Intermodal Traffic,IT,Received,
810,2002-07-29T00:00:00.000Z,2002,3,7,31,Canada,C,Carload Traffic,10,Originated,4006.0
811,2002-07-29T00:00:00.000Z,2002,3,7,31,Canada,I,Intermodal Traffic,IC,Originated,19008.0
812,2002-07-29T00:00:00.000Z,2002,3,7,31,Canada,I,Intermodal Traffic,IT,Originated,
813,2002-07-29T00:00:00.000Z,2002,3,7,31,Canada,C,Carload Traffic,10,Received,633.0
814,2002-07-29T00:00:00.000Z,2002,3,7,31,Canada,I,Intermodal Traffic,IC,Received,1414.0
815,2002-07-29T00:00:00.000Z,2002,3,7,31,Canada,I,Intermodal Traffic,IT,Received,370.0
816,2002-08-05T00:00:00.000Z,2002,3,8,32,Canada,C,Carload Traffic,10,Originated,1438.0
817,2002-08-05T00:00:00.000Z,2002,3,8,32,Canada,I,Intermodal Traffic,IC,Originated,
818,2002-08-05T00:00:00.000Z,2002,3,8,32,Canada,I,Intermodal Traffic,IT,Originated,2428.0
819,2002-08-05T00:00:00.000Z,2002,3,8,32,Canada,C,Carload Traffic,10,Received,769.0
820,2002-08-05T00:00:00.000Z,2002,3,8,32,Canada,I,Intermodal Traffic,IC,Received,1605.0
821,2002-08-05T00:00:00.000Z,2002,3,8,32,Canada,I,Intermodal Traffic,IT,Received,408.0
822,2002-08-12T00:00:00.000Z,2002,3,8,33,Canada,C,Carload Traffic,10,Originated,3484.0
823,2002-08-12T00:00:00.000Z,2002,3,8,33,Canada,I,Intermodal Traffic,IC,Originated,22287.0
824,2002-08-12T00:00:00.000Z,2002,3,8,33,Canada,I,Intermodal Traffic,IT,Originated,
825,2002-08-12T00:00:00.000Z,2002,3,8,33,Canada,C,Carload Traffic,10,Received,728.0
826,2002-08-12T00:00:00.000Z,2002,3,8,33,Canada,I,Intermodal Traffic,IC,Received,1215.0
827,2002-08-12T00:00:00.000Z,2002,3,8,33,Canada,I,Intermodal Traffic,IT,Received,
828,2002-08-19T00:00:00.000Z,2002,3,8,34,Canada,C,Carload Traffic,10,Originated,
829,2002-08-19T00:00:00.000Z,2002,3,8,34,Canada,I,Intermodal Traffic,IC,Originated,
830,2002-08-19T00:00:00.000Z,2002,3,8,34,Canada,I,Intermodal Traffic,IT,Originated,2027.0
831,2002-08-19T00:00:00.000Z,2002,3,8,34,Canada,C,Carload Traffic,10,Received,722.0
832,2002-08-19T00:00:00.000Z,2002,3,8,34,Canada,I,Intermodal Traffic,IC,Received,1485.0
833,2002-08-19T00:00:00.000Z,2002,3,8,34,Canada,I,Intermodal Traffic,IT,Received,482.0
834,2002-08-26T00:00:00.000Z,2002,3,8,35,Canada,C,Carload Traffic,10,Originated,2984.0
835,2002-08-26T00:00:00.000Z,2002,3,8,35,Canada,I,Intermodal Traffic,IC,Originated,17278.0
836,2002-08-26T00:00:00.000Z,2002,3,8,35,Canada,I,Intermodal Traffic,IT,Originated,2237.0
837,2002-08-26T00:00:00.000Z,2002,3,8,35,Canada,C,Carload Traffic,10,Received,
838,2002-08-26T00:00:00.000Z,2002,3,8,35,Canada,I,Intermodal Traffic,IC,Received,949.0
839,2002-08-26T00:00:00.000Z,2002,3,8,35,Canada,I,Intermodal Traffic,IT,Received,323.0
840,2002-09-02T00:00:00.000Z,2002,3,9,36,Canada,C,Carload Traffic,10,Originated,2059.0
841,2002-09-02T00:00:00.000Z,2002,3,9,36,Canada,I,Intermodal Traffic,IC,Originated,18422.0
842,2002-09-02T00:00:00.000Z,2002,3,9,36,Canada,I,Intermodal Traffic,IT,Originated,2121.0
843,2002-09-02T00:00:00.000Z,2002,3,9,36,Canada,C,Carload Traffic,10,Received,793.0
844,2002-09-02T00:00:00.000Z,2002,3,9,36,Canada,I,Intermodal Traffic,IC,Received,712.0
845,2002-09-02T00:00:00.000Z,2002,3,9,36,Canada,I,Intermodal Traffic,IT,Received,370.0
846,2002-09-09T00:00:00.000Z,2002,3,9,37,Canada,C,Carload Traffic,10,Originated,2278.0
847,2002-09-09T00:00:00.000Z,2002,3,9,37,Canada,I,Intermodal Traffic,IC,Originated,28801.0
848,2002-09-09T00:00:00.000Z,2002,3,9,37,Canada,I,Intermodal Traffic,IT,Originated,3273.0
849,2002-09-09T00:00:00.000Z,2002,3,9,37,Canada,C,Carload Traffic,10,Received,606.0
850,2002-09-09T00:00:00.000Z,2002,3,9,37,Canada,I,Intermodal Traffic,IC,Received,1556.0
851,2002-09-09T00:00:00.000Z,2002,3,9,37,Canada,I,Intermodal Traffic,IT,Received,291.0
852,2002-09-16T00:00:00.000Z,2002,3,9,38,Canada,C,Carload Traffic,10,Originated,
853,2002-09-16T00:00:00.000Z,2002,3,9,38,Canada,I,Intermodal Traffic,IC,Originated,25962.0
854,2002-09-16T00:00:00.000Z,2002,3,9,38,Canada,I,Intermodal Traffic,IT,Originated,1435.0
855,2002-09-16T00:00:00.000Z,2002,3,9,38,Canada,C,Carload Traffic,10,Received,599.0
856,2002-09-16T00:00:00.000Z,2002,3,9,38,Canada,I,Intermodal Traffic,IC,Received,1497.0
857,2002-09-16T00:00:00.000Z,2002,3,9,38,Canada,I,Intermodal Traffic,IT,Received,460.0
858,2002-09-23T00:00:00.000Z,2002,3,9,39,Canada,C,Carload Traffic,10,Originated,
859,2002-09-23T00:00:00.000Z,2002,3,9,39,Canada,I,Intermodal Traffic,IC,Originated,17935.0
860,2002-09-23T00:00:00.000Z,2002,3,9,39,Canada,I,Intermodal Traffic,IT,Originated,3045.0
861,2002-09-23T00:00:00.000Z,2002,3,9,39,Canada,C,Carload Traffic,10,Received,601.0
862,2002-09-23T00:00:00.000Z,2002,3,9,39,Canada,I,Intermodal Traffic,IC,Received,1782.0
863,2002-09-23T00:00:00.000Z,2002,3,9,39,Canada,I,Intermodal Traffic,IT,Received,
864,2002-09-30T00:00:00.000Z,2002,4,10,40,Canada,C,Carload Traffic,10,Originated,
865,2002-09-30T00:00:00.000Z,2002,4,10,40,Canada,I,Intermodal Traffic,IC,Originated,22085.0
866,2002-09-30T00:00:00.000Z,2002,4,10,40,Canada,I,Intermodal Traffic,IT,Originated,
867,2002-09-30T00:00:00.000Z,2002,4,10,40,Canada,C,Carload Traffic,10,Received,648.0
868,2002-09-30T00:00:00.000Z,2002,4,10,40,Canada,I,Intermodal Traffic,IC,Received,1502.0
869,2002-09-30T00:00:00.000Z,2002,4,10,40,Canada,I,Intermodal Traffic,IT,Received,474.0
870,2002-10-07T00:00:00.000Z,2002,4,10,41,Canada,C,Carload Traffic,10,Originated,3156.0
871,2002-10-07T00:00:00.000Z,2002,4,10,41,Canada,I,Intermodal Traffic,IC,Originated,22319.0
872,2002-10-07T00:00:00.000Z,2002,4,10,41,Canada,I,Intermodal Traffic,IT,Originated,2279.0
873,2002-10-07T00:00:00.000Z,2002,4,10,41,Canada,C,Carload Traffic,10,Received,777.0
874,2002-10-07T00:00:00.000Z,2002,4,10,41,Canada,I,Intermodal Traffic,IC,Received,1183.0
875,2002-10-07T00:00:00.000Z,2002,4,10,41,Canada,I,Intermodal Traffic,IT,Received,562.0
876,2002-10-14T00:00:00.000Z,2002,4,10,42,Canada,C,Carload Traffic,10,Originated,2292.0
877,2002-10-14T00:00:00.000Z,2002,4,10,42,Canada,I,Intermodal Traffic,IC,Originated,16795.0
878,2002-10-14T00:00:00.000Z,2002,4,10,42,Canada,I,Intermodal Traffic,IT,Originated,2187.0
879,2002-10-14T00:00:00.000Z,2002,4,10,42,Canada,C,Carload Traffic,10,Received,708.0
880,2002-10-14T00:00:00.000Z,2002,4,10,42,Canada,I,Intermodal Traffic,IC,Received,2043.0
881,2002-10-14T00:00:00.000Z,2002,4,10,42,Canada,I,Intermodal Traffic,IT,Received,452.0
882,2002-10-21T00:00:00.000Z,2002,4,10,43,Canada,C,Carload Traffic,10,Originated,3774.0
883,2002-10-21T00:00:00.000Z,2002,4,10,43,Canada,I,Intermodal Traffic,IC,Originated,
884,2002-10-21T00:00:00.000Z,2002,4,10,43,Canada,I,Intermodal Traffic,IT,Originated,
885,2002-10-21T00:00:00.000Z,2002,4,10,43,Canada,C,Carload Traffic,10,Received,937.0
886,2002-10-21T00:00:00.000Z,2002,4,10,43,Canada,I,Intermodal Traffic,IC,Received,2180.0
887,2002-10-21T00:00:00.000Z,2002,4,10,43,Canada,I,Intermodal Traffic,IT,Received,
888,2002-10-28T00:00:00.000Z,2002,4,10,44,Canada,C,Carload Traffic,10,Originated,2767.0
889,2002-10-28T00:00:00.000Z,2002,4,10,44,Canada,I,Intermodal Traffic,IC,Originated,
890,2002-10-28T00:00:00.000Z,2002,4,10,44,Canada,I,Intermodal Traffic,IT,Originated,
891,2002-10-28T00:00:00.000Z,2002,4,10,44,Canada,C,Carload Traffic,10,Received,
892,2002-10-28T00:00:00.000Z,2002,4,10,44,Canada,I,Intermodal Traffic,IC,Received,2087.0
893,2002-10-28T00:00:00.000Z,2002,4,10,44,Canada,I,Intermodal Traffic,IT,Received,229.0
894,2002-11-04T00:00:00.000Z,2002,4,11,45,Canada,C,Carload Traffic,10,Originated,2170.0
895,2002-11-04T00:00:00.000Z,2002,4,11,45,Canada,I,Intermodal Traffic,IC,Originated,19016.0
896,2002-11-04T00:00:00.000Z,2002,4,11,45,Canada,I,Intermodal Traffic,IT,Originated,2590.0
897,2002-11-04T00:00:00.000Z,2002,4,11,45,Canada,C,Carload Traffic,10,Received,710.0
898,2002-11-04T00:00:00.000Z,2002,4,11,45,Canada,I,Intermodal Traffic,IC,Received,1665.0
899,2002-11-04T00:00:00.000Z,2002,4,11,45,Canada,I,Intermodal Traffic,IT,Received,265.0
900,2002-11-11T00:00:00.000Z,2002,4,11,46,Canada,C,Carload Traffic,10,Originated,2470.0
901,2002-11-11T00:00:00.000Z,2002,4,11,46,Canada,I,Intermodal Traffic,IC,Originated,26188.0
902,2002-11-11T00:00:00.000Z,2002,4,11,46,Canada,I,Intermodal Traffic,IT,Originated,
903,2002-11-11T00:00:00.000Z,2002,4,11,46,Canada,C,Carload Traffic,10,Received,758.0
904,2002-11-11T00:00:00.000Z,2002,4,11,46,Canada,I,Intermodal Traffic,IC,Received,1359.0
905,2002-11-11T00:00:00.000Z,2002,4,11,46,Canada,I,Intermodal Traffic,IT,Received,299.0
906,2002-11-18T00:00:00.000Z,2002,4,11,47,Canada,C,Carload Traffic,10,Originated,2683.0
907,2002-11-18T00:00:00.000Z,2002,4,11,47,Canada,I,Intermodal Traffic,IC,Originated,
908,2002-11-18T00:00:00.000Z,2002,4,11,47,Canada,I,Intermodal Traffic,IT,Originated,2469.0
909,2002-11-18T00:00:00.000Z,2002,4,11,47,Canada,C,Carload Traffic,10,Received,
910,2002-11-18T00:00:00.000Z,2002,4,11,47,Canada,I,Intermodal Traffic,IC,Received,1869.0
911,2002-11-18T00:00:00.000Z,2002,4,11,47,Canada,I,Intermodal Traffic,IT,Received,
912,2002-11-25T00:00:00.000Z,2002,4,11,48,Canada,C,Carload Traffic,10,Originated,
913,2002-11-25T00:00:00.000Z,2002,4,11,48,Canada,I,Intermodal Traffic,IC,Originated,27692.0
914,2002-11-25T00:00:00.000Z,2002,4,11,48,Canada,I,Intermodal Traffic,IT,Originated,2081.0
915,2002-11-25T00:00:00.000Z,2002,4,11,48,Canada,C,Carload Traffic,10,Received,694.0
916,2002-11-25T00:00:00.000Z,2002,4,11,48,Canada,I,Intermodal Traffic,IC,Received,837.0
917,2002-11-25T00:00:00.000Z,2002,4,11,48,Canada,I,Intermodal Traffic,IT,Received,533.0
918,2002-12-02T00:00:00.000Z,2002,4,12,49,Canada,C,Carload Traffic,10,Originated,
919,2002-12-02T00:00:00.000Z,2002,4,12,49,Canada,I,Intermodal Traffic,IC,Originated,
920,2002-12-02T00:00:00.000Z,2002,4,12,49,Canada,I,Intermodal Traffic,IT,Originated,
921,2002-12-02T00:00:00.000Z,2002,4,12,49,Canada,C,Carload Traffic,10,Received,443.0
922,2002-12-02T00:00:00.000Z,2002,4,12,49,Canada,I,Intermodal Traffic,IC,Received,1008.0
923,2002-12-02T00:00:00.000Z,2002,4,12,49,Canada,I,Intermodal Traffic,IT,Received,350.0
924,2002-12-09T00:00:00.000Z,2002,4,12,50,Canada,C,Carload Traffic,10,Originated,4234.0
925,2002-12-09T00:00:00.000Z,2002,4,12,50,Canada,I,Intermodal Traffic,IC,Originated,26774.0
926,2002-12-09T00:00:00.000Z,2002,4,12,50,Canada,I,Intermodal Traffic,IT,Originated,2795.0
927,2002-12-09T00:00:00.000Z,2002,4,12,50,Canada,C,Carload Traffic,10,Received,
928,2002-12-09T00:00:00.000Z,2002,4,12,50,Canada,I,Intermodal Traffic,IC,Received,1998.0
929,2002-12-09T00:00:00.000Z,2002,4,12,50,Canada,I,Intermodal Traffic,IT,Received,430.0
930,2002-12-16T00:00:00.000Z,2002,4,12,51,Canada,C,Carload Traffic,10,Originated,2714.0
931,2002-12-16T00:00:00.000Z,2002,4,12,51,Canada,I,Intermodal Traffic,IC,Originated,20529.0
932,2002-12-16T00:00:00.000Z,2002,4,12,51,Canada,I,Intermodal Traffic,IT,Originated,2971.0
933,2002-12-16T00:00:00.000Z,2002,4,12,51,Canada,C,Carload Traffic,10,Received,
934,2002-12-16T00:00:00.000Z,2002,4,12,51,Canada,I,Intermodal Traffic,IC,Received,
935,2002-12-16T00:00:00.000Z,2002,4,12,51,Canada,I,Intermodal Traffic,IT,Received,507.0
936,2002-12-23T00:00:00.000Z,2002,4,12,52,Canada,C,Carload Traffic,10,Originated,1296.0
937,2002-12-23T00:00:00.000Z,2002,4,12,52,Canada,C,Carload Traffic,10,Originated,0.0
938,2002-12-23T00:00:00.000Z,2002,4,12,52,Canada,I,Intermodal Traffic,IC,Originated,15904.0
939,2002-12-23T00:00:00.000Z,2002,4,12,52,Canada,I,Intermodal Traffic,IC,Originated,0.0
940,2002-12-23T00:00:00.000Z,2002,4,12,52,Canada,I,Intermodal Traffic,IT,Originated,1602.0
941,2002-12-23T00:00:00.000Z,2002,4,12,52,Canada,I,Intermodal Traffic,IT,Originated,0.0
942,2002-12-23T00:00:00.000Z,2002,4,12,52,Canada,C,Carload Traffic,10,Received,424.0
943,2002-12-23T00:00:00.000Z,2002,4,12,52,Canada,I,Intermodal Traffic,IC,Received,1404.0
944,2002-12-23T00:00:00.000Z,2002,4,12,52,Canada,I,Intermodal Traffic,IT,Received,255.0
945,2002-12-23T00:00:00.000Z,2002,4,12,52,Canada,C,Carload Traffic,10,Received,0.0
946,2002-12-23T00:00:00.000Z,2002,4,12,52,Canada,I,Intermodal Traffic,IC,Received,0.0
947,2002-12-23T00:00:00.000Z,2002,4,12,52,Canada,I,Intermodal Traffic,IT,Received,
948,2002-12-30T00:00:00.000Z,2002,1,1,1,Canada,C,Carload Traffic,10,Originated,2304.0
949,2002-12-30T00:00:00.000Z,2002,1,1,1,Canada,I,Intermodal Traffic,IC,Originated,
950,2002-12-30T00:00:00.000Z,2002,1,1,1,Canada,I,Intermodal Traffic,IT,Originated,1239.0
951,2002-12-30T00:00:00.000Z,2002,1,1,1,Canada,C,Carload Traffic,10,Received,704.0
952,2002-12-30T00:00:00.000Z,2002,1,1,1,Canada,I,Intermodal Traffic,IC,Received,753.0
953,2002-12-30T00:00:00.000Z,2002,1,1,1,Canada,I,Intermodal Traffic,IT,Received,
954,2003-01-06T00:00:00.000Z,2003,1,1,2,Canada,C,Carload Traffic,10,Originated,
955,2003-01-06T00:00:00.000Z,2003,1,1,2,Canada,I,Intermodal Traffic,IC,Originated,19518.0
956,2003-01-06T00:00:00.000Z,2003,1,1,2,Canada,I,Intermodal Traffic,IT,Originated,
957,2003-01-06T00:00:00.000Z,2003,1,1,2,Canada,C,Carload Traffic,10,Received,605.0
958,2003-01-06T00:00:00.000Z,2003,1,1,2,Canada,I,Intermodal Traffic,IC,Received,1254.0
959,2003-01-06T00:00:00.000Z,2003,1,1,2,Canada,I,Intermodal Traffic,IT,Received,
960,2003-01-13T00:00:00.000Z,2003,1,1,3,Canada,C,Carload Traffic,10,Originated,
961,2003-01-13T00:00:00.000Z,2003,1,1,3,Canada,I,Intermodal Traffic,IC,Originated,
962,2003-01-13T00:00:00.000Z,2003,1,1,3,Canada,I,Intermodal Traffic,IT,Originated,1745.0
963,2003-01-13T00:00:00.000Z,2003,1,1,3,Canada,C,Carload Traffic,10,Received,788.0
964,2003-01-13T00:00:00.000Z,2003,1,1,3,Canada,I,Intermodal Traffic,IC,Received,1261.0
965,2003-01-13T00:00:00.000Z,2003,1,1,3,Canada,I,Intermodal Traffic,IT,Received,496.0
966,2003-01-20T00:00:00.000Z,2003,1,1,4,Canada,C,Carload Traffic,10,Originated,3471.0
967,2003-01-20T00:00:00.000Z,2003,1,1,4,Canada,I,Intermodal Traffic,IC,Originated,23585.0
968,2003-01-20T00:00:00.000Z,2003,1,1,4,Canada,I,Intermodal Traffic,IT,Originated,2209.0
969,2003-01-20T00:00:00.000Z,2003,1,1,4,Canada,C,Carload Traffic,10,Received,767.0
970,2003-01-20T00:00:00.000Z,2003,1,1,4,Canada,I,Intermodal Traffic,IC,Received,1302.0
971,2003-01-20T00:00:00.000Z,2003,1,1,4,Canada,I,Intermodal Traffic,IT,Received,442.0
972,2003-01-27T00:00:00.000Z,2003,1,1,5,Canada,C,Carload Traffic,10,Originated,3138.0
973,2003-01-27T00:00:00.000Z,2003,1,1,5,Canada,I,Intermodal Traffic,IC,Originated,
974,2003-01-27T00:00:00.000Z,2003,1,1,5,Canada,I,Intermodal Traffic,IT,Originated,1570.0
975,2003-01-27T00:00:00.000Z,2003,1,1,5,Canada,C,Carload Traffic,10,Received,746.0
976,2003-01-27T00:00:00.000Z,2003,1,1,5,Canada,I,Intermodal Traffic,IC,Received,
977,2003-01-27T00:00:00.000Z,2003,1,1,5,Canada,I,Intermodal Traffic,IT,Received,539.0
978,2003-02-03T00:00:00.000Z,2003,1,2,6,Canada,C,Carload Traffic,10,Originated,2965.0
979,2003-02-03T00:00:00.000Z,2003,1,2,6,Canada,I,Intermodal Traffic,IC,Originated,
980,2003-02-03T00:00:00.000Z,2003,1,2,6,Canada,I,Intermodal Traffic,IT,Originated,2174.0
981,2003-02-03T00:00:00.000Z,2003,1,2,6,Canada,C,Carload Traffic,10,Received,584.0
982,2003-02-03T00:00:00.000Z,2003,1,2,6,Canada,I,Intermodal Traffic,IC,Received,1148.0
983,2003-02-03T00:00:00.000Z,2003,1,2,6,Canada,I,Intermodal Traffic,IT,Received,648.0
984,2003-02-10T00:00:00.000Z,2003,1,2,7,Canada,C,Carload Traffic,10,Originated,
985,2003-02-10T00:00:00.000Z,2003,1,2,7,Canada,I,Intermodal Traffic,IC,Originated,14978.0
986,2003-02-10T00:00:00.000Z,2003,1,2,7,Canada,I,Intermodal Traffic,IT,Originated,1669.0
987,2003-02-10T00:00:00.000Z,2003,1,2,7,Canada,C,Carload Traffic,10,Received,
988,2003-02-10T00:00:00.000Z,2003,1,2,7,Canada,I,Intermodal Traffic,IC,Received,
989,2003-02-10T00:00:00.000Z,2003,1,2,7,Canada,I,Intermodal Traffic,IT,Received,486.0
990,2003-02-17T00:00:00.000Z,2003,1,2,8,Canada,C,Carload Traffic,10,Originated,3090.0
991,2003-02-17T00:00:00.000Z,2003,1,2,8,Canada,I,Intermodal Traffic,IC,Originated,25128.0
992,2003-02-17T00:00:00.000Z,2003,1,2,8,Canada,I,Intermodal Traffic,IT,Originated,2290.0
993,2003-02-17T00:00:00.000Z,2003,1,2,8,Canada,C,Carload Traffic,10,Received,
994,2003-02-17T00:00:00.000Z,2003,1,2,8,Canada,I,Intermodal Traffic,IC,Received,1411.0
995,2003-02-17T00:00:00.000Z,2003,1,2,8,Canada,I,Intermodal Traffic,IT,Received,
996,2003-02-24T00:00:00.000Z,2003,1,2,9,Canada,C,Carload Traffic,10,Originated,2177.0
997,2003-02-24T00:00:00.000Z,2003,1,2,9,Canada,I,Intermodal Traffic,IC,Originated,21253.0
998,2003-02-24T00:00:00.000Z,2003,1,2,9,Canada,I,Intermodal Traffic,IT,Originated,
999,2003-02-24T00:00:00.000Z,2003,1,2,9,Canada,C,Carload Traffic,10,Received,873.0
1000,2003-02-24T00:00:00.000Z,2003,1,2,9,Canada,I,Intermodal Traffic,IC,Received,1458.0
1001,2003-02-24T00:00:00.000Z,2003,1,2,9,Canada,I,Intermodal Traffic,IT,Received,418.0
1002,2003-03-03T00:00:00.000Z,2003,1,3,10,Canada,C,Carload Traffic,10,Originated,2632.0
1003,2003-03-03T00:00:00.000Z,2003,1,3,10,Canada,I,Intermodal Traffic,IC,Originated,
